INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (1,'1','SOLIZ','EMA','1','12345678','1981-01-01','1','1','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (187,'1','SILVERO','FABIAN MARCELO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (188,'1','SPERANZA MENDEZ','NAHUEL','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (189,'1','ABALLAY','MARCELO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (190,'1','DUARTE','YONATAN','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (191,'1','FERREYRA','JORGE','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (192,'1','GARCIA','LUCAS','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (193,'1','GAUSTCHI','CRISTIAN','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (194,'1','INSUA','ERNESTO LEANDRO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (195,'1','MENEGAS','LUIS','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (196,'1','MOREL','ANGEL','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (197,'1','VALIENTE','ENZO IVAN ','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (198,'1','VALLEJOS','CLAUDIO GASPAR','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (199,'1','VALLEJOS','ESTEBAN ALBERTO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (200,'1','VARELA','CARLOS EXEQUIEL','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (201,'1','VAZQUEZ','JORGE OMAR','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (202,'1','VILLALBA','VICTOR ALFREDO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (203,'1','WALTER','DIEGO','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (204,'1','ZACARIAS','CARLOS','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (205,'1','ZURDEL','CARLOS','1','12345678','1981-01-01','2','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (206,'1','CABAÑAS','HERNAN FABIAN','1','12345678','1981-01-01','2','13','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (207,'1','CANO','AUGUSTO ALFREDO ','1','12345678','1981-01-01','2','13','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (208,'1','LOPEZ','GASTON GABRIEL','1','12345678','1981-01-01','2','13','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (209,'1','MEZA','MATIAS','1','12345678','1981-01-01','2','13','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (210,'1','GONZALEZ','CRISTIAN','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (211,'1','GORGUES','GUSTAVO','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (212,'1','HERMOSA','CESAR JAVIER','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (213,'1','RODRIGUEZ','LUCIANO ESTEBAN','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (214,'1','SANTOME','ROBERTO','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (215,'1','VALENZUELA','DIEGO ALBERTO','1','12345678','1981-01-01','2','14','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (216,'1','GALEANO','MERCEDES','1','12345678','1981-01-01','1','4','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (217,'1','MIÑO','DAMARY','1','12345678','1981-01-01','1','20','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (218,'1','FERSTER','ELENA CAROLINA','1','12345678','1981-01-01','1','20','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (219,'1','RAMOS','MICAELA','1','12345678','1981-01-01','1','20','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (220,'1','WERNLE','CARLA','1','12345678','1981-01-01','1','20','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (221,'1','FERRADAS','MARIA','1','12345678','1981-01-01','1','20','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (222,'1','BENITEZ','MARCOS','1','12345678','1981-01-01','2','21','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (223,'1','PARRAL','ROSARIO','1','12345678','1981-01-01','1','10','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (224,'1','BOGGIANO','EUGENIA','1','12345678','1981-01-01','1','10','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (225,'1','RAMOS','LITELMA (TEKA)','1','12345678','1981-01-01','1','32','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (226,'1','BENITEZ','LUIS','1','12345678','1981-01-01','2','32','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (227,'1','HIDALGO','NATALIA ','1','12345678','1981-01-01','1','33','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (228,'1','BADO','SOFIA','1','12345678','1981-01-01','1','33','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (229,'1','SALDIAS','SOFIA ','1','12345678','1981-01-01','1','33','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (230,'1','BIALAS','LORENA','1','12345678','1981-01-01','1','33','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (231,'1','RIOS','ADRIANA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (232,'1','RODRIGUEZ','CECILIA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (233,'1','OSTROWSKI','MICAELA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (234,'1','MORINIGO','ADA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (235,'1','DOS SANTOS','SUSANA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (236,'1','AMARILLA','IVANNA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (237,'1','BONFANTI','KATIA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (238,'1','CANO','CAROLINA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (239,'1','BARRETO','FATIMA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (240,'1','ROBLEDO','VICTORIA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (241,'1','ENRIQUEZ','DIANA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (242,'1','GARCIA','EUGENIA','1','12345678','1981-01-01','1','34','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (243,'1','AGÜERO','NATALIA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (244,'1','MORETTI','VANINA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (245,'1','PEREZ','PATRICIA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (246,'1','DE LIMA','MARIANELA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (247,'1','BORRAS','MARIA BELEN','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (248,'1','OJEDA','NOELIA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (249,'1','CABRERA','PAOLA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (250,'1','CUBA','YANELA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (251,'1','AYALA','TAMARA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (252,'1','SANABRIA','ANALIA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (253,'1','DA SILVA','YOHANA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (254,'1','DIAZ','RUTH','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (255,'1','LOPEZ','CINTIA MILENA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (256,'1','CLEMOVECKY','VALERIA','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (257,'1','GIGENA','SOLEDAD ','1','12345678','1981-01-01','1','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (258,'1','DIAZ','MAXIMILIANO','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (259,'1','GONZALEZ','GASTON','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (260,'1','WIESE','CARLOS','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (261,'1','SANTA CRUZ','SANTIAGO','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (262,'1','COLMAN','MAURICIO','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (263,'1','FERNANDEZ','CESAR','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (264,'1','PACHECO','JONATHAN OSCAR EUSEB','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (265,'1','RECALDE','GASTON','1','12345678','1981-01-01','2','35','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (266,'1','ALVAREZ','FABIANA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (267,'1','ALVAREZ','KARINA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (268,'1','BAKOSFKI','IVANNA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (269,'1','BUIATTI','CARMEN ','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (270,'1','BARRIOS','TATIANA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (271,'1','BOGADO','GABRIELA ','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (272,'1','CARRERA','MARIA CELESTE','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (273,'1','ESQUIVEL','ANDREA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (274,'1','GAUTSCHI','TATIANA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (275,'1','ISAGUIRRE','ITATI MARIA ALEJANDRA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
INSERT INTO sgr.persona ( id_persona, id_camposempleado, apellido, nombre, id_tipo_doc, doc, fnac, id_genero, id_sector, id_rol, id_nacionalidad, id_estadocivil, fbaja, id_entidad) VALUES (276,'1','MARCULINO','LILIANA','1','12345678','1981-01-01','1','36','4','1','5',DEFAULT,'2');
